original_name,refactored_name,type,package,toolkit,has_hxx,has_cxx
Intrv_Intervals,,File,Intrv,TKHLR,Yes,Yes
Intrv_Position,,File,Intrv,TKHLR,Yes,No
Intrv_SequenceOfInterval,,File,Intrv,TKHLR,Yes,No
LDOMBasicString,,File,LDOMBasicString,Unknown,Yes,Yes
LDOMParser,,File,LDOMParser,Unknown,Yes,Yes
LDOMString,,File,LDOMString,Unknown,Yes,Yes
LDOM_Attr,,File,LDOM,TKCDF,Yes,Yes
LDOM_BasicAttribute,,File,LDOM,TKCDF,Yes,Yes
LDOM_BasicElement,,File,LDOM,TKCDF,Yes,Yes
LDOM_BasicNode,,File,LDOM,TKCDF,Yes,Yes
LDOM_BasicText,,File,LDOM,TKCDF,Yes,Yes
LDOM_CDATASection,,File,LDOM,TKCDF,Yes,No
LDOM_CharReference,,File,LDOM,TKCDF,Yes,Yes
LDOM_CharacterData,,File,LDOM,TKCDF,Yes,Yes
LDOM_Comment,,File,LDOM,TKCDF,Yes,No
LDOM_DeclareSequence,,File,LDOM,TKCDF,Yes,No
LDOM_Document,,File,LDOM,TKCDF,Yes,Yes
LDOM_DocumentType,,File,LDOM,TKCDF,Yes,No
LDOM_Element,,File,LDOM,TKCDF,Yes,Yes
LDOM_LDOMImplementation,,File,LDOM,TKCDF,Yes,Yes
LDOM_MemManager,,File,LDOM,TKCDF,Yes,Yes
LDOM_Node,,File,LDOM,TKCDF,Yes,Yes
LDOM_NodeList,,File,LDOM,TKCDF,Yes,Yes
LDOM_OSStream,,File,LDOM,TKCDF,Yes,Yes
LDOM_Text,,File,LDOM,TKCDF,Yes,No
LDOM_XmlReader,,File,LDOM,TKCDF,Yes,Yes
LDOM_XmlWriter,,File,LDOM,TKCDF,Yes,Yes
LProp3d_CLProps,,File,LProp3d,TKG3d,Yes,No
LProp3d_CLProps_0,,File,LProp3d,TKG3d,No,Yes
LProp3d_CurveTool,,File,LProp3d,TKG3d,Yes,Yes
LProp3d_SLProps,,File,LProp3d,TKG3d,Yes,No
LProp3d_SLProps_0,,File,LProp3d,TKG3d,No,Yes
LProp3d_SurfaceTool,,File,LProp3d,TKG3d,Yes,Yes
LProp_AnalyticCurInf,,File,LProp,TKG2d,Yes,Yes
LProp_BadContinuity,,File,LProp,TKG2d,Yes,No
LProp_CIType,,File,LProp,TKG2d,Yes,No
LProp_CurAndInf,,File,LProp,TKG2d,Yes,Yes
LProp_NotDefined,,File,LProp,TKG2d,Yes,No
LProp_SequenceOfCIType,,File,LProp,TKG2d,Yes,No
LProp_Status,,File,LProp,TKG2d,Yes,No
Law,,File,Law,TKGeomAlgo,Yes,Yes
Law_BSpFunc,,File,Law,TKGeomAlgo,Yes,Yes
Law_BSpline,,File,Law,TKGeomAlgo,Yes,Yes
Law_BSplineKnotSplitting,,File,Law,TKGeomAlgo,Yes,Yes
Law_Composite,,File,Law,TKGeomAlgo,Yes,Yes
Law_Constant,,File,Law,TKGeomAlgo,Yes,Yes
Law_Function,,File,Law,TKGeomAlgo,Yes,Yes
Law_Interpol,,File,Law,TKGeomAlgo,Yes,Yes
Law_Interpolate,,File,Law,TKGeomAlgo,Yes,Yes
Law_Laws,,File,Law,TKGeomAlgo,Yes,No
Law_Linear,,File,Law,TKGeomAlgo,Yes,Yes
Law_ListIteratorOfLaws,,File,Law,TKGeomAlgo,Yes,No
Law_S,,File,Law,TKGeomAlgo,Yes,Yes
LocOpe,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_BuildShape,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_BuildWires,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_CSIntersector,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_CurveShapeIntersector,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_DPrism,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_DataMapIteratorOfDataMapOfShapePnt,,File,LocOpe,TKFeat,Yes,No
LocOpe_DataMapOfShapePnt,,File,LocOpe,TKFeat,Yes,No
LocOpe_FindEdges,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_FindEdgesInFace,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_GeneratedShape,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_Generator,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_GluedShape,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_Gluer,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_LinearForm,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_Operation,,File,LocOpe,TKFeat,Yes,No
LocOpe_Pipe,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_PntFace,,File,LocOpe,TKFeat,Yes,No
LocOpe_Prism,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_Revol,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_RevolutionForm,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_SequenceOfCirc,,File,LocOpe,TKFeat,Yes,No
LocOpe_SequenceOfLin,,File,LocOpe,TKFeat,Yes,No
LocOpe_SequenceOfPntFace,,File,LocOpe,TKFeat,Yes,No
LocOpe_SplitDrafts,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_SplitShape,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_Spliter,,File,LocOpe,TKFeat,Yes,Yes
LocOpe_WiresOnShape,,File,LocOpe,TKFeat,Yes,Yes
LocalAnalysis,,File,LocalAnalysis,TKGeomAlgo,Yes,Yes
LocalAnalysis_CurveContinuity,,File,LocalAnalysis,TKGeomAlgo,Yes,Yes
LocalAnalysis_StatusErrorType,,File,LocalAnalysis,TKGeomAlgo,Yes,No
LocalAnalysis_SurfaceContinuity,,File,LocalAnalysis,TKGeomAlgo,Yes,Yes
MAT2d_Array2OfConnexion,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_BiInt,,File,MAT2d,TKTopAlgo,Yes,Yes
MAT2d_Circuit,,File,MAT2d,TKTopAlgo,Yes,Yes
MAT2d_Connexion,,File,MAT2d,TKTopAlgo,Yes,Yes
MAT2d_CutCurve,,File,MAT2d,TKTopAlgo,Yes,Yes
MAT2d_DataMapIteratorOfDataMapOfBiIntInteger,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapIteratorOfDataMapOfBiIntSequenceOfInteger,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapIteratorOfDataMapOfIntegerBisec,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapIteratorOfDataMapOfIntegerConnexion,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapIteratorOfDataMapOfIntegerPnt2d,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapIteratorOfDataMapOfIntegerSequenceOfConnexion,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapIteratorOfDataMapOfIntegerVec2d,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapOfBiIntInteger,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapOfBiIntSequenceOfInteger,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapOfIntegerBisec,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapOfIntegerConnexion,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapOfIntegerPnt2d,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapOfIntegerSequenceOfConnexion,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_DataMapOfIntegerVec2d,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_Mat2d,,File,MAT2d,TKTopAlgo,Yes,Yes
MAT2d_MiniPath,,File,MAT2d,TKTopAlgo,Yes,Yes
MAT2d_SequenceOfConnexion,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_SequenceOfSequenceOfCurve,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_SequenceOfSequenceOfGeometry,,File,MAT2d,TKTopAlgo,Yes,No
MAT2d_Tool2d,,File,MAT2d,TKTopAlgo,Yes,Yes
MAT_Arc,,File,MAT,TKTopAlgo,Yes,Yes
MAT_BasicElt,,File,MAT,TKTopAlgo,Yes,Yes
MAT_Bisector,,File,MAT,TKTopAlgo,Yes,Yes
MAT_DataMapIteratorOfDataMapOfIntegerArc,,File,MAT,TKTopAlgo,Yes,No
MAT_DataMapIteratorOfDataMapOfIntegerBasicElt,,File,MAT,TKTopAlgo,Yes,No
MAT_DataMapIteratorOfDataMapOfIntegerBisector,,File,MAT,TKTopAlgo,Yes,No
MAT_DataMapIteratorOfDataMapOfIntegerNode,,File,MAT,TKTopAlgo,Yes,No
MAT_DataMapOfIntegerArc,,File,MAT,TKTopAlgo,Yes,No
MAT_DataMapOfIntegerBasicElt,,File,MAT,TKTopAlgo,Yes,No
MAT_DataMapOfIntegerBisector,,File,MAT,TKTopAlgo,Yes,No
MAT_DataMapOfIntegerNode,,File,MAT,TKTopAlgo,Yes,No
MAT_Edge,,File,MAT,TKTopAlgo,Yes,Yes
MAT_Graph,,File,MAT,TKTopAlgo,Yes,Yes
MAT_ListOfBisector,,File,MAT,TKTopAlgo,Yes,No
MAT_ListOfBisector_0,,File,MAT,TKTopAlgo,No,Yes
MAT_ListOfEdge,,File,MAT,TKTopAlgo,Yes,No
MAT_ListOfEdge_0,,File,MAT,TKTopAlgo,No,Yes
MAT_Node,,File,MAT,TKTopAlgo,Yes,Yes
MAT_SequenceOfArc,,File,MAT,TKTopAlgo,Yes,No
MAT_SequenceOfBasicElt,,File,MAT,TKTopAlgo,Yes,No
MAT_Side,,File,MAT,TKTopAlgo,Yes,No
MAT_TListNodeOfListOfBisector,,File,MAT,TKTopAlgo,Yes,No
MAT_TListNodeOfListOfBisector_0,,File,MAT,TKTopAlgo,No,Yes
MAT_TListNodeOfListOfEdge,,File,MAT,TKTopAlgo,Yes,No
MAT_TListNodeOfListOfEdge_0,,File,MAT,TKTopAlgo,No,Yes
MAT_Zone,,File,MAT,TKTopAlgo,Yes,Yes
Media_BufferPool,,File,Media,TKService,Yes,Yes
Media_CodecContext,,File,Media,TKService,Yes,Yes
Media_FormatContext,,File,Media,TKService,Yes,Yes
Media_Frame,,File,Media,TKService,Yes,Yes
Media_IFrameQueue,,File,Media,TKService,Yes,No
Media_Packet,,File,Media,TKService,Yes,Yes
Media_PlayerContext,,File,Media,TKService,Yes,Yes
Media_Scaler,,File,Media,TKService,Yes,Yes
Media_Timer,,File,Media,TKService,Yes,Yes
MeshTest,,File,MeshTest,TKTopTest,Yes,Yes
MeshTest_CheckTopology,,File,MeshTest,TKTopTest,Yes,Yes
MeshTest_Debug,,File,MeshTest,TKTopTest,No,Yes
MeshTest_PluginCommands,,File,MeshTest,TKTopTest,No,Yes
MeshVS_Array1OfSequenceOfInteger,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_Buffer,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_BuilderPriority,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_CommonSensitiveEntity,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_DataMapIteratorOfDataMapOfColorMapOfInteger,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapIteratorOfDataMapOfHArray1OfSequenceOfInteger,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapIteratorOfDataMapOfIntegerAsciiString,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapIteratorOfDataMapOfIntegerBoolean,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapIteratorOfDataMapOfIntegerColor,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapIteratorOfDataMapOfIntegerMaterial,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapIteratorOfDataMapOfIntegerMeshEntityOwner,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapIteratorOfDataMapOfIntegerOwner,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapIteratorOfDataMapOfIntegerTwoColors,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapIteratorOfDataMapOfIntegerVector,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapIteratorOfDataMapOfTwoColorsMapOfInteger,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapOfColorMapOfInteger,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapOfHArray1OfSequenceOfInteger,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapOfIntegerAsciiString,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapOfIntegerBoolean,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapOfIntegerColor,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapOfIntegerMaterial,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapOfIntegerMeshEntityOwner,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapOfIntegerOwner,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapOfIntegerTwoColors,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapOfIntegerVector,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataMapOfTwoColorsMapOfInteger,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DataSource,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_DataSource3D,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_DeformedDataSource,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_DisplayModeFlags,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_Drawer,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_DrawerAttribute,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_DummySensitiveEntity,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_ElementalColorPrsBuilder,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_EntityType,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_HArray1OfSequenceOfInteger,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_MapIteratorOfMapOfTwoNodes,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_MapOfTwoNodes,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_Mesh,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_MeshEntityOwner,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_MeshOwner,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_MeshPrsBuilder,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_MeshPtr,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_MeshSelectionMethod,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_NodalColorPrsBuilder,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_PrsBuilder,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_SelectionModeFlags,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_SensitiveFace,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_SensitiveMesh,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_SensitivePolyhedron,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_SensitiveQuad,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_SensitiveSegment,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_SequenceOfPrsBuilder,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_SymmetricPairHasher,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_TextPrsBuilder,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_Tool,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_TwoColors,,File,MeshVS,TKMeshVS,Yes,Yes
MeshVS_TwoNodes,,File,MeshVS,TKMeshVS,Yes,No
MeshVS_VectorPrsBuilder,,File,MeshVS,TKMeshVS,Yes,Yes
Message,,File,Message,TKernel,Yes,Yes
Message_Alert,,File,Message,TKernel,Yes,Yes
Message_AlertExtended,,File,Message,TKernel,Yes,Yes
Message_Algorithm,,File,Message,TKernel,Yes,Yes
Message_Attribute,,File,Message,TKernel,Yes,Yes
Message_AttributeMeter,,File,Message,TKernel,Yes,Yes
Message_AttributeObject,,File,Message,TKernel,Yes,Yes
Message_AttributeStream,,File,Message,TKernel,Yes,Yes
Message_CompositeAlerts,,File,Message,TKernel,Yes,Yes
Message_ConsoleColor,,File,Message,TKernel,Yes,No
Message_ExecStatus,,File,Message,TKernel,Yes,No
Message_Gravity,,File,Message,TKernel,Yes,No
Message_HArrayOfMsg,,File,Message,TKernel,Yes,No
Message_LazyProgressScope,,File,Message,TKernel,Yes,No
Message_Level,,File,Message,TKernel,Yes,Yes
Message_ListIteratorOfListOfMsg,,File,Message,TKernel,Yes,No
Message_ListOfAlert,,File,Message,TKernel,Yes,No
Message_ListOfMsg,,File,Message,TKernel,Yes,No
Message_Messenger,,File,Message,TKernel,Yes,Yes
Message_MetricType,,File,Message,TKernel,Yes,No
Message_Msg,,File,Message,TKernel,Yes,Yes
Message_MsgFile,,File,Message,TKernel,Yes,Yes
Message_Printer,,File,Message,TKernel,Yes,Yes
Message_PrinterOStream,,File,Message,TKernel,Yes,Yes
Message_PrinterSystemLog,,File,Message,TKernel,Yes,Yes
Message_PrinterToReport,,File,Message,TKernel,Yes,Yes
Message_ProgressIndicator,,File,Message,TKernel,Yes,Yes
Message_ProgressRange,,File,Message,TKernel,Yes,No
Message_ProgressScope,,File,Message,TKernel,Yes,No
Message_ProgressSentry,,File,Message,TKernel,Yes,No
Message_Report,,File,Message,TKernel,Yes,Yes
Message_SequenceOfPrinters,,File,Message,TKernel,Yes,No
Message_Status,,File,Message,TKernel,Yes,No
Message_StatusType,,File,Message,TKernel,Yes,No
ModelDefinitions,,File,ModelDefinitions,Unknown,Yes,No
MoniTool_AttrList,,File,MoniTool,TKXSBase,Yes,Yes
MoniTool_CaseData,,File,MoniTool,TKXSBase,Yes,Yes
MoniTool_DataInfo,,File,MoniTool,TKXSBase,Yes,Yes
MoniTool_DataMapIteratorOfDataMapOfShapeTransient,,File,MoniTool,TKXSBase,Yes,No
MoniTool_DataMapIteratorOfDataMapOfTimer,,File,MoniTool,TKXSBase,Yes,No
MoniTool_DataMapOfShapeTransient,,File,MoniTool,TKXSBase,Yes,No
MoniTool_DataMapOfTimer,,File,MoniTool,TKXSBase,Yes,No
MoniTool_Element,,File,MoniTool,TKXSBase,Yes,Yes
MoniTool_HSequenceOfElement,,File,MoniTool,TKXSBase,Yes,No
MoniTool_IndexedDataMapOfShapeTransient,,File,MoniTool,TKXSBase,Yes,No
MoniTool_IntVal,,File,MoniTool,TKXSBase,Yes,Yes
MoniTool_Macros,,File,MoniTool,TKXSBase,Yes,No
MoniTool_RealVal,,File,MoniTool,TKXSBase,Yes,Yes
MoniTool_SequenceOfElement,,File,MoniTool,TKXSBase,Yes,No
MoniTool_SignShape,,File,MoniTool,TKXSBase,Yes,Yes
MoniTool_SignText,,File,MoniTool,TKXSBase,Yes,Yes
MoniTool_Stat,,File,MoniTool,TKXSBase,Yes,Yes
MoniTool_Timer,,File,MoniTool,TKXSBase,Yes,Yes
MoniTool_TimerSentry,,File,MoniTool,TKXSBase,Yes,No
MoniTool_TransientElem,,File,MoniTool,TKXSBase,Yes,Yes
MoniTool_TypedValue,,File,MoniTool,TKXSBase,Yes,Yes
MoniTool_ValueInterpret,,File,MoniTool,TKXSBase,Yes,No
MoniTool_ValueSatisfies,,File,MoniTool,TKXSBase,Yes,No
MoniTool_ValueType,,File,MoniTool,TKXSBase,Yes,No
NCollection_AccAllocator,,File,NCollection,TKernel,Yes,Yes
NCollection_AliasedArray,,File,NCollection,TKernel,Yes,No
NCollection_AlignedAllocator,,File,NCollection,TKernel,Yes,Yes
NCollection_Allocator,,File,NCollection,TKernel,Yes,No
NCollection_Array1,,File,NCollection,TKernel,Yes,No
NCollection_Array2,,File,NCollection,TKernel,Yes,No
NCollection_BaseAllocator,,File,NCollection,TKernel,Yes,Yes
NCollection_BaseList,,File,NCollection,TKernel,Yes,Yes
NCollection_BaseMap,,File,NCollection,TKernel,Yes,Yes
NCollection_BasePointerVector,,File,NCollection,TKernel,Yes,Yes
NCollection_BaseSequence,,File,NCollection,TKernel,Yes,Yes
NCollection_Buffer,,File,NCollection,TKernel,Yes,No
NCollection_CellFilter,,File,NCollection,TKernel,Yes,No
NCollection_DataMap,,File,NCollection,TKernel,Yes,No
NCollection_DefaultHasher,,File,NCollection,TKernel,Yes,No
NCollection_DefineAlloc,,File,NCollection,TKernel,Yes,No
NCollection_DefineHArray1,,File,NCollection,TKernel,Yes,No
NCollection_DefineHArray2,,File,NCollection,TKernel,Yes,No
NCollection_DefineHSequence,,File,NCollection,TKernel,Yes,No
NCollection_DefineHasher,,File,NCollection,TKernel,Yes,No
NCollection_DoubleMap,,File,NCollection,TKernel,Yes,No
NCollection_DynamicArray,,File,NCollection,TKernel,Yes,No
NCollection_EBTree,,File,NCollection,TKernel,Yes,No
NCollection_HArray1,,File,NCollection,TKernel,Yes,No
NCollection_HArray2,,File,NCollection,TKernel,Yes,No
NCollection_HSequence,,File,NCollection,TKernel,Yes,No
NCollection_Handle,,File,NCollection,TKernel,Yes,No
NCollection_HeapAllocator,,File,NCollection,TKernel,Yes,Yes
NCollection_IncAllocator,,File,NCollection,TKernel,Yes,Yes
NCollection_IndexedDataMap,,File,NCollection,TKernel,Yes,No
NCollection_IndexedIterator,,File,NCollection,TKernel,Yes,No
NCollection_IndexedMap,,File,NCollection,TKernel,Yes,No
NCollection_Iterator,,File,NCollection,TKernel,Yes,No
NCollection_Lerp,,File,NCollection,TKernel,Yes,No
NCollection_List,,File,NCollection,TKernel,Yes,No
NCollection_ListNode,,File,NCollection,TKernel,Yes,No
NCollection_LocalArray,,File,NCollection,TKernel,Yes,No
NCollection_Map,,File,NCollection,TKernel,Yes,No
NCollection_MapAlgo,,File,NCollection,TKernel,Yes,No
NCollection_Mat3,,File,NCollection,TKernel,Yes,No
NCollection_Mat4,,File,NCollection,TKernel,Yes,No
NCollection_OccAllocator,,File,NCollection,TKernel,Yes,No
NCollection_Primes,,File,NCollection,TKernel,Yes,Yes
NCollection_Sequence,,File,NCollection,TKernel,Yes,No
NCollection_Shared,,File,NCollection,TKernel,Yes,No
NCollection_SparseArray,,File,NCollection,TKernel,Yes,No
NCollection_SparseArrayBase,,File,NCollection,TKernel,Yes,Yes
NCollection_StlIterator,,File,NCollection,TKernel,Yes,No
NCollection_String,,File,NCollection,TKernel,Yes,No
NCollection_TListIterator,,File,NCollection,TKernel,Yes,No
NCollection_TListNode,,File,NCollection,TKernel,Yes,No
NCollection_TypeDef,,File,NCollection,TKernel,Yes,No
NCollection_UBTree,,File,NCollection,TKernel,Yes,No
NCollection_UBTreeFiller,,File,NCollection,TKernel,Yes,No
NCollection_UtfIterator,,File,NCollection,TKernel,Yes,No
NCollection_UtfString,,File,NCollection,TKernel,Yes,Yes
NCollection_Vec2,,File,NCollection,TKernel,Yes,No
NCollection_Vec3,,File,NCollection,TKernel,Yes,No
NCollection_Vec4,,File,NCollection,TKernel,Yes,No
NCollection_Vector,,File,NCollection,TKernel,Yes,No
NCollection_WinHeapAllocator,,File,NCollection,TKernel,Yes,Yes
NLPlate_HGPPConstraint,,File,NLPlate,TKGeomAlgo,Yes,Yes
NLPlate_HPG0Constraint,,File,NLPlate,TKGeomAlgo,Yes,Yes
NLPlate_HPG0G1Constraint,,File,NLPlate,TKGeomAlgo,Yes,Yes
NLPlate_HPG0G2Constraint,,File,NLPlate,TKGeomAlgo,Yes,Yes
NLPlate_HPG0G3Constraint,,File,NLPlate,TKGeomAlgo,Yes,Yes
NLPlate_HPG1Constraint,,File,NLPlate,TKGeomAlgo,Yes,Yes
NLPlate_HPG2Constraint,,File,NLPlate,TKGeomAlgo,Yes,Yes
NLPlate_HPG3Constraint,,File,NLPlate,TKGeomAlgo,Yes,Yes
NLPlate_ListIteratorOfStackOfPlate,,File,NLPlate,TKGeomAlgo,Yes,No
NLPlate_NLPlate,,File,NLPlate,TKGeomAlgo,Yes,Yes
NLPlate_SequenceOfHGPPConstraint,,File,NLPlate,TKGeomAlgo,Yes,No
NLPlate_StackOfPlate,,File,NLPlate,TKGeomAlgo,Yes,No
OSD,,File,OSD,TKernel,Yes,Yes
OSD_CachedFileSystem,,File,OSD,TKernel,Yes,Yes
OSD_Chronometer,,File,OSD,TKernel,Yes,Yes
OSD_Directory,,File,OSD,TKernel,Yes,Yes
OSD_DirectoryIterator,,File,OSD,TKernel,Yes,Yes
OSD_Disk,,File,OSD,TKernel,Yes,Yes
OSD_Environment,,File,OSD,TKernel,Yes,Yes
OSD_Error,,File,OSD,TKernel,Yes,Yes
OSD_ErrorList,,File,OSD,TKernel,Yes,No
OSD_Exception,,File,OSD,TKernel,Yes,No
OSD_Exception_ACCESS_VIOLATION,,File,OSD,TKernel,Yes,No
OSD_Exception_ARRAY_BOUNDS_EXCEEDED,,File,OSD,TKernel,Yes,No
OSD_Exception_CTRL_BREAK,,File,OSD,TKernel,Yes,No
OSD_Exception_ILLEGAL_INSTRUCTION,,File,OSD,TKernel,Yes,No
OSD_Exception_INT_OVERFLOW,,File,OSD,TKernel,Yes,No
OSD_Exception_INVALID_DISPOSITION,,File,OSD,TKernel,Yes,No
OSD_Exception_IN_PAGE_ERROR,,File,OSD,TKernel,Yes,No
OSD_Exception_NONCONTINUABLE_EXCEPTION,,File,OSD,TKernel,Yes,No
OSD_Exception_PRIV_INSTRUCTION,,File,OSD,TKernel,Yes,No
OSD_Exception_STACK_OVERFLOW,,File,OSD,TKernel,Yes,No
OSD_Exception_STATUS_NO_MEMORY,,File,OSD,TKernel,Yes,No
OSD_File,,File,OSD,TKernel,Yes,Yes
OSD_FileIterator,,File,OSD,TKernel,Yes,Yes
OSD_FileNode,,File,OSD,TKernel,Yes,Yes
OSD_FileSystem,,File,OSD,TKernel,Yes,Yes
OSD_FileSystemSelector,,File,OSD,TKernel,Yes,Yes
OSD_FromWhere,,File,OSD,TKernel,Yes,No
OSD_Function,,File,OSD,TKernel,Yes,No
OSD_Host,,File,OSD,TKernel,Yes,Yes
OSD_KindFile,,File,OSD,TKernel,Yes,No
OSD_LoadMode,,File,OSD,TKernel,Yes,No
OSD_LocalFileSystem,,File,OSD,TKernel,Yes,Yes
OSD_LockType,,File,OSD,TKernel,Yes,No
OSD_MAllocHook,,File,OSD,TKernel,Yes,Yes
OSD_MemInfo,,File,OSD,TKernel,Yes,Yes
OSD_OEMType,,File,OSD,TKernel,Yes,No
OSD_OSDError,,File,OSD,TKernel,Yes,No
OSD_OpenFile,,File,OSD,TKernel,Yes,Yes
OSD_OpenMode,,File,OSD,TKernel,Yes,No
OSD_PThread,,File,OSD,TKernel,Yes,No
OSD_Parallel,,File,OSD,TKernel,Yes,Yes
OSD_Parallel_TBB,,File,OSD,TKernel,No,Yes
OSD_Parallel_Threads,,File,OSD,TKernel,No,Yes
OSD_Path,,File,OSD,TKernel,Yes,Yes
OSD_PerfMeter,,File,OSD,TKernel,Yes,Yes
OSD_Process,,File,OSD,TKernel,Yes,Yes
OSD_Protection,,File,OSD,TKernel,Yes,Yes
OSD_SIGBUS,,File,OSD,TKernel,Yes,No
OSD_SIGHUP,,File,OSD,TKernel,Yes,No
OSD_SIGILL,,File,OSD,TKernel,Yes,No
OSD_SIGINT,,File,OSD,TKernel,Yes,No
OSD_SIGKILL,,File,OSD,TKernel,Yes,No
OSD_SIGQUIT,,File,OSD,TKernel,Yes,No
OSD_SIGSEGV,,File,OSD,TKernel,Yes,No
OSD_SIGSYS,,File,OSD,TKernel,Yes,No
OSD_SharedLibrary,,File,OSD,TKernel,Yes,Yes
OSD_Signal,,File,OSD,TKernel,Yes,No
