entity_type,original_name,refactored_name,full_name,namespace,package,toolkit,metadata
File,StepGeom_CartesianTransformationOperator2d,,StepGeom_CartesianTransformationOperator2d,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_CartesianTransformationOperator3d,,StepGeom_CartesianTransformationOperator3d,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Circle,,StepGeom_Circle,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_CompositeCurve,,StepGeom_CompositeCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_CompositeCurveOnSurface,,StepGeom_CompositeCurveOnSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_CompositeCurveSegment,,StepGeom_CompositeCurveSegment,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Conic,,StepGeom_Conic,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_ConicalSurface,,StepGeom_ConicalSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Curve,,StepGeom_Curve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_CurveBoundedSurface,,StepGeom_CurveBoundedSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_CurveOnSurface,,StepGeom_CurveOnSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_CurveReplica,,StepGeom_CurveReplica,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_CylindricalSurface,,StepGeom_CylindricalSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_DegeneratePcurve,,StepGeom_DegeneratePcurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_DegenerateToroidalSurface,,StepGeom_DegenerateToroidalSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Direction,,StepGeom_Direction,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_ElementarySurface,,StepGeom_ElementarySurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Ellipse,,StepGeom_Ellipse,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_EvaluatedDegeneratePcurve,,StepGeom_EvaluatedDegeneratePcurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_GeomRepContextAndGlobUnitAssCtxAndGlobUncertaintyAssCtx,,StepGeom_GeomRepContextAndGlobUnitAssCtxAndGlobUncertaintyAssCtx,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_GeometricRepresentationContext,,StepGeom_GeometricRepresentationContext,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_GeometricRepresentationContextAndGlobalUnitAssignedContext,,StepGeom_GeometricRepresentationContextAndGlobalUnitAssignedContext,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_GeometricRepresentationContextAndParametricRepresentationContext,,StepGeom_GeometricRepresentationContextAndParametricRepresentationContext,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_GeometricRepresentationItem,,StepGeom_GeometricRepresentationItem,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_HArray1OfBoundaryCurve,,StepGeom_HArray1OfBoundaryCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_HArray1OfCartesianPoint,,StepGeom_HArray1OfCartesianPoint,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_HArray1OfCompositeCurveSegment,,StepGeom_HArray1OfCompositeCurveSegment,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_HArray1OfCurve,,StepGeom_HArray1OfCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_HArray1OfPcurveOrSurface,,StepGeom_HArray1OfPcurveOrSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_HArray1OfSurfaceBoundary,,StepGeom_HArray1OfSurfaceBoundary,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_HArray1OfTrimmingSelect,,StepGeom_HArray1OfTrimmingSelect,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_HArray2OfCartesianPoint,,StepGeom_HArray2OfCartesianPoint,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_HArray2OfSurfacePatch,,StepGeom_HArray2OfSurfacePatch,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_Hyperbola,,StepGeom_Hyperbola,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_IntersectionCurve,,StepGeom_IntersectionCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_KnotType,,StepGeom_KnotType,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_Line,,StepGeom_Line,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_OffsetCurve3d,,StepGeom_OffsetCurve3d,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_OffsetSurface,,StepGeom_OffsetSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_OrientedSurface,,StepGeom_OrientedSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_OuterBoundaryCurve,,StepGeom_OuterBoundaryCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Parabola,,StepGeom_Parabola,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Pcurve,,StepGeom_Pcurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_PcurveOrSurface,,StepGeom_PcurveOrSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Placement,,StepGeom_Placement,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Plane,,StepGeom_Plane,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Point,,StepGeom_Point,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_PointOnCurve,,StepGeom_PointOnCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_PointOnSurface,,StepGeom_PointOnSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_PointReplica,,StepGeom_PointReplica,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Polyline,,StepGeom_Polyline,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_PreferredSurfaceCurveRepresentation,,StepGeom_PreferredSurfaceCurveRepresentation,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_QuasiUniformCurve,,StepGeom_QuasiUniformCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_QuasiUniformCurveAndRationalBSplineCurve,,StepGeom_QuasiUniformCurveAndRationalBSplineCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_QuasiUniformSurface,,StepGeom_QuasiUniformSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_QuasiUniformSurfaceAndRationalBSplineSurface,,StepGeom_QuasiUniformSurfaceAndRationalBSplineSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_RationalBSplineCurve,,StepGeom_RationalBSplineCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_RationalBSplineSurface,,StepGeom_RationalBSplineSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_RectangularCompositeSurface,,StepGeom_RectangularCompositeSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_RectangularTrimmedSurface,,StepGeom_RectangularTrimmedSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_ReparametrisedCompositeCurveSegment,,StepGeom_ReparametrisedCompositeCurveSegment,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_SeamCurve,,StepGeom_SeamCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_SphericalSurface,,StepGeom_SphericalSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_SuParameters,,StepGeom_SuParameters,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Surface,,StepGeom_Surface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_SurfaceBoundary,,StepGeom_SurfaceBoundary,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_SurfaceCurve,,StepGeom_SurfaceCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_SurfaceCurveAndBoundedCurve,,StepGeom_SurfaceCurveAndBoundedCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_SurfaceOfLinearExtrusion,,StepGeom_SurfaceOfLinearExtrusion,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_SurfaceOfRevolution,,StepGeom_SurfaceOfRevolution,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_SurfacePatch,,StepGeom_SurfacePatch,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_SurfaceReplica,,StepGeom_SurfaceReplica,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_SweptSurface,,StepGeom_SweptSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_ToroidalSurface,,StepGeom_ToroidalSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_TransitionCode,,StepGeom_TransitionCode,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_TrimmedCurve,,StepGeom_TrimmedCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_TrimmingMember,,StepGeom_TrimmingMember,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_TrimmingPreference,,StepGeom_TrimmingPreference,,StepGeom,TKDESTEP,"hxx=Yes,cxx=No"
File,StepGeom_TrimmingSelect,,StepGeom_TrimmingSelect,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_UniformCurve,,StepGeom_UniformCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_UniformCurveAndRationalBSplineCurve,,StepGeom_UniformCurveAndRationalBSplineCurve,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_UniformSurface,,StepGeom_UniformSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_UniformSurfaceAndRationalBSplineSurface,,StepGeom_UniformSurfaceAndRationalBSplineSurface,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_Vector,,StepGeom_Vector,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepGeom_VectorOrDirection,,StepGeom_VectorOrDirection,,StepGeom,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_ActuatedDirection,,StepKinematics_ActuatedDirection,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=No"
File,StepKinematics_ActuatedKinPairAndOrderKinPair,,StepKinematics_ActuatedKinPairAndOrderKinPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_ActuatedKinematicPair,,StepKinematics_ActuatedKinematicPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_ContextDependentKinematicLinkRepresentation,,StepKinematics_ContextDependentKinematicLinkRepresentation,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_CylindricalPair,,StepKinematics_CylindricalPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_CylindricalPairValue,,StepKinematics_CylindricalPairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_CylindricalPairWithRange,,StepKinematics_CylindricalPairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_FullyConstrainedPair,,StepKinematics_FullyConstrainedPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_GearPair,,StepKinematics_GearPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_GearPairValue,,StepKinematics_GearPairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_GearPairWithRange,,StepKinematics_GearPairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_HighOrderKinematicPair,,StepKinematics_HighOrderKinematicPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_HomokineticPair,,StepKinematics_HomokineticPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_KinematicJoint,,StepKinematics_KinematicJoint,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_KinematicLink,,StepKinematics_KinematicLink,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_KinematicLinkRepresentation,,StepKinematics_KinematicLinkRepresentation,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_KinematicLinkRepresentationAssociation,,StepKinematics_KinematicLinkRepresentationAssociation,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_KinematicPair,,StepKinematics_KinematicPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_KinematicPropertyDefinitionRepresentation,,StepKinematics_KinematicPropertyDefinitionRepresentation,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_KinematicPropertyMechanismRepresentation,,StepKinematics_KinematicPropertyMechanismRepresentation,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_KinematicTopologyDirectedStructure,,StepKinematics_KinematicTopologyDirectedStructure,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_KinematicTopologyNetworkStructure,,StepKinematics_KinematicTopologyNetworkStructure,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_KinematicTopologyRepresentationSelect,,StepKinematics_KinematicTopologyRepresentationSelect,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_KinematicTopologyStructure,,StepKinematics_KinematicTopologyStructure,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_LinearFlexibleAndPinionPair,,StepKinematics_LinearFlexibleAndPinionPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_LinearFlexibleAndPlanarCurvePair,,StepKinematics_LinearFlexibleAndPlanarCurvePair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_LinearFlexibleLinkRepresentation,,StepKinematics_LinearFlexibleLinkRepresentation,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_LowOrderKinematicPair,,StepKinematics_LowOrderKinematicPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_LowOrderKinematicPairValue,,StepKinematics_LowOrderKinematicPairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_LowOrderKinematicPairWithMotionCoupling,,StepKinematics_LowOrderKinematicPairWithMotionCoupling,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_LowOrderKinematicPairWithRange,,StepKinematics_LowOrderKinematicPairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_MechanismRepresentation,,StepKinematics_MechanismRepresentation,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_MechanismStateRepresentation,,StepKinematics_MechanismStateRepresentation,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_OrientedJoint,,StepKinematics_OrientedJoint,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PairRepresentationRelationship,,StepKinematics_PairRepresentationRelationship,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PairValue,,StepKinematics_PairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PlanarCurvePair,,StepKinematics_PlanarCurvePair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PlanarCurvePairRange,,StepKinematics_PlanarCurvePairRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PlanarPair,,StepKinematics_PlanarPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PlanarPairValue,,StepKinematics_PlanarPairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PlanarPairWithRange,,StepKinematics_PlanarPairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PointOnPlanarCurvePair,,StepKinematics_PointOnPlanarCurvePair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PointOnPlanarCurvePairValue,,StepKinematics_PointOnPlanarCurvePairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PointOnPlanarCurvePairWithRange,,StepKinematics_PointOnPlanarCurvePairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PointOnSurfacePair,,StepKinematics_PointOnSurfacePair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PointOnSurfacePairValue,,StepKinematics_PointOnSurfacePairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PointOnSurfacePairWithRange,,StepKinematics_PointOnSurfacePairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PrismaticPair,,StepKinematics_PrismaticPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PrismaticPairValue,,StepKinematics_PrismaticPairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_PrismaticPairWithRange,,StepKinematics_PrismaticPairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_ProductDefinitionKinematics,,StepKinematics_ProductDefinitionKinematics,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_ProductDefinitionRelationshipKinematics,,StepKinematics_ProductDefinitionRelationshipKinematics,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RackAndPinionPair,,StepKinematics_RackAndPinionPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RackAndPinionPairValue,,StepKinematics_RackAndPinionPairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RackAndPinionPairWithRange,,StepKinematics_RackAndPinionPairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RevolutePair,,StepKinematics_RevolutePair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RevolutePairValue,,StepKinematics_RevolutePairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RevolutePairWithRange,,StepKinematics_RevolutePairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RigidLinkRepresentation,,StepKinematics_RigidLinkRepresentation,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RigidPlacement,,StepKinematics_RigidPlacement,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RollingCurvePair,,StepKinematics_RollingCurvePair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RollingCurvePairValue,,StepKinematics_RollingCurvePairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RollingSurfacePair,,StepKinematics_RollingSurfacePair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RollingSurfacePairValue,,StepKinematics_RollingSurfacePairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_RotationAboutDirection,,StepKinematics_RotationAboutDirection,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_ScrewPair,,StepKinematics_ScrewPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_ScrewPairValue,,StepKinematics_ScrewPairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_ScrewPairWithRange,,StepKinematics_ScrewPairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SlidingCurvePair,,StepKinematics_SlidingCurvePair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SlidingCurvePairValue,,StepKinematics_SlidingCurvePairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SlidingSurfacePair,,StepKinematics_SlidingSurfacePair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SlidingSurfacePairValue,,StepKinematics_SlidingSurfacePairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SpatialRotation,,StepKinematics_SpatialRotation,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SphericalPair,,StepKinematics_SphericalPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SphericalPairSelect,,StepKinematics_SphericalPairSelect,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SphericalPairValue,,StepKinematics_SphericalPairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SphericalPairWithPin,,StepKinematics_SphericalPairWithPin,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SphericalPairWithPinAndRange,,StepKinematics_SphericalPairWithPinAndRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SphericalPairWithRange,,StepKinematics_SphericalPairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SurfacePair,,StepKinematics_SurfacePair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_SurfacePairWithRange,,StepKinematics_SurfacePairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_UnconstrainedPair,,StepKinematics_UnconstrainedPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_UnconstrainedPairValue,,StepKinematics_UnconstrainedPairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_UniversalPair,,StepKinematics_UniversalPair,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_UniversalPairValue,,StepKinematics_UniversalPairValue,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepKinematics_UniversalPairWithRange,,StepKinematics_UniversalPairWithRange,,StepKinematics,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_AllAroundShapeAspect,,StepRepr_AllAroundShapeAspect,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_Apex,,StepRepr_Apex,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_Array1OfMaterialPropertyRepresentation,,StepRepr_Array1OfMaterialPropertyRepresentation,,StepRepr,TKDESTEP,"hxx=Yes,cxx=No"
File,StepRepr_Array1OfPropertyDefinitionRepresentation,,StepRepr_Array1OfPropertyDefinitionRepresentation,,StepRepr,TKDESTEP,"hxx=Yes,cxx=No"
File,StepRepr_Array1OfRepresentationItem,,StepRepr_Array1OfRepresentationItem,,StepRepr,TKDESTEP,"hxx=Yes,cxx=No"
File,StepRepr_Array1OfShapeAspect,,StepRepr_Array1OfShapeAspect,,StepRepr,TKDESTEP,"hxx=Yes,cxx=No"
File,StepRepr_AssemblyComponentUsage,,StepRepr_AssemblyComponentUsage,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_AssemblyComponentUsageSubstitute,,StepRepr_AssemblyComponentUsageSubstitute,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_BetweenShapeAspect,,StepRepr_BetweenShapeAspect,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_BooleanRepresentationItem,,StepRepr_BooleanRepresentationItem,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_CentreOfSymmetry,,StepRepr_CentreOfSymmetry,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_CharacterizedDefinition,,StepRepr_CharacterizedDefinition,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_CharacterizedRepresentation,,StepRepr_CharacterizedRepresentation,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_CompGroupShAspAndCompShAspAndDatumFeatAndShAsp,,StepRepr_CompGroupShAspAndCompShAspAndDatumFeatAndShAsp,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_CompShAspAndDatumFeatAndShAsp,,StepRepr_CompShAspAndDatumFeatAndShAsp,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_CompositeGroupShapeAspect,,StepRepr_CompositeGroupShapeAspect,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_CompositeShapeAspect,,StepRepr_CompositeShapeAspect,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_CompoundRepresentationItem,,StepRepr_CompoundRepresentationItem,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_ConfigurationDesign,,StepRepr_ConfigurationDesign,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_ConfigurationDesignItem,,StepRepr_ConfigurationDesignItem,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_ConfigurationEffectivity,,StepRepr_ConfigurationEffectivity,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
File,StepRepr_ConfigurationItem,,StepRepr_ConfigurationItem,,StepRepr,TKDESTEP,"hxx=Yes,cxx=Yes"
