Order,Level,Toolkit,Package,Class Name,Note
2504,2,TKGeomBase,GeomConvert,GeomConvert_FuncCylinderLSDist,Ready
2505,2,TKGeomBase,GeomConvert,GeomConvert_FuncSphereLSDist,Ready
2506,2,TKGeomBase,GeomLib,GeomLib_CheckCurveOnSurface,Ready
2507,2,TKGeomBase,GeomLib,GeomLib_PolyFunc,Ready
2508,2,TKGeomBase,ProjLib,ProjLib_CompProjectedCurve,Ready
2509,2,TKGeomBase,ProjLib,ProjLib_PrjFunc,Ready
2510,2,TKGeomBase,ProjLib,ProjLib_PrjResolve,Ready
2511,2,TKHLR,Contap,Contap_ArcFunction,Ready
2512,2,TKHLR,Contap,Contap_Line,Ready
2513,2,TKHLR,Contap,Contap_Point,Ready
2514,2,TKHLR,Contap,Contap_SurfFunction,Ready
2515,2,TKHLR,Contap,Contap_ThePathPointOfTheSearch,Ready
2516,2,TKHLR,HLRAlgo,HLRAlgo_EdgeIterator,Ready
2517,2,TKHLR,HLRAlgo,HLRAlgo_PolyAlgo,Ready
2518,2,TKHLR,HLRAlgo,HLRAlgo_PolyInternalData,Ready
2519,2,TKHLR,HLRBRep,HLRBRep_EdgeBuilder,Ready
2520,2,TKHLR,HLRBRep,HLRBRep_FaceIterator,Ready
2521,2,TKHLR,HLRBRep,HLRBRep_MyImpParToolOfTheIntersectorOfTheIntConicCurveOfCInter,Ready
2522,2,TKHLR,HLRBRep,HLRBRep_PCLocFOfTheLocateExtPCOfTheProjPCurOfCInter,Ready
2523,2,TKHLR,HLRBRep,HLRBRep_TheCSFunctionOfInterCSurf,Ready
2524,2,TKHLR,HLRBRep,HLRBRep_TheDistBetweenPCurvesOfTheIntPCurvePCurveOfCInter,Ready
2525,2,TKHLR,HLRBRep,HLRBRep_ThePolygon2dOfTheIntPCurvePCurveOfCInter,Ready
2526,2,TKHLR,HLRBRep,HLRBRep_ThePolygonOfInterCSurf,Ready
2527,2,TKHLR,HLRBRep,HLRBRep_ThePolyhedronOfInterCSurf,Ready
2528,2,TKHLR,HLRBRep,HLRBRep_TheQuadCurvFuncOfTheQuadCurvExactInterCSurf,Ready
2529,2,TKLCAF,TDF,TDF_AttributeDelta,Ready
2530,2,TKLCAF,TDF,TDF_AttributeIterator,Ready
2531,2,TKLCAF,TDF,TDF_ChildIDIterator,Ready
2532,2,TKLCAF,TDF,TDF_CopyLabel,Ready
2533,2,TKLCAF,TDF,TDF_LabelNode,Ready
2534,2,TKLCAF,TDF,TDF_Reference,Ready
2535,2,TKLCAF,TDF,TDF_TagSource,Ready
2536,2,TKLCAF,TDF,TDF_Transaction,Ready
2537,2,TKLCAF,TDataStd,TDataStd_AsciiString,Ready
2538,2,TKLCAF,TDataStd,TDataStd_BooleanArray,Ready
2539,2,TKLCAF,TDataStd,TDataStd_BooleanList,Ready
2540,2,TKLCAF,TDataStd,TDataStd_ByteArray,Ready
2541,2,TKLCAF,TDataStd,TDataStd_Current,Ready
2542,2,TKLCAF,TDataStd,TDataStd_Expression,Ready
2543,2,TKLCAF,TDataStd,TDataStd_ExtStringArray,Ready
2544,2,TKLCAF,TDataStd,TDataStd_ExtStringList,Ready
2545,2,TKLCAF,TDataStd,TDataStd_GenericEmpty,Ready
2546,2,TKLCAF,TDataStd,TDataStd_GenericExtString,Ready
2547,2,TKLCAF,TDataStd,TDataStd_IntPackedMap,Ready
2548,2,TKLCAF,TDataStd,TDataStd_Integer,Ready
2549,2,TKLCAF,TDataStd,TDataStd_IntegerArray,Ready
2550,2,TKLCAF,TDataStd,TDataStd_IntegerList,Ready
2551,2,TKLCAF,TDataStd,TDataStd_NamedData,Ready
2552,2,TKLCAF,TDataStd,TDataStd_Real,Ready
2553,2,TKLCAF,TDataStd,TDataStd_RealArray,Ready
2554,2,TKLCAF,TDataStd,TDataStd_RealList,Ready
2555,2,TKLCAF,TDataStd,TDataStd_ReferenceArray,Ready
2556,2,TKLCAF,TDataStd,TDataStd_ReferenceList,Ready
2557,2,TKLCAF,TDataStd,TDataStd_TreeNode,Ready
2558,2,TKLCAF,TDataStd,TDataStd_UAttribute,Ready
2559,2,TKLCAF,TDataStd,TDataStd_Variable,Ready
2560,2,TKLCAF,TDocStd,TDocStd_CompoundDelta,Ready
2561,2,TKLCAF,TDocStd,TDocStd_Modified,Ready
2562,2,TKLCAF,TDocStd,TDocStd_XLink,Ready
2563,2,TKLCAF,TDocStd,TDocStd_XLinkRoot,Ready
2564,2,TKLCAF,TDocStd,TDocStd_XLinkTool,Ready
2565,2,TKLCAF,TFunction,TFunction_DriverTable,Ready
2566,2,TKLCAF,TFunction,TFunction_Function,Ready
2567,2,TKLCAF,TFunction,TFunction_GraphNode,Ready
2568,2,TKLCAF,TFunction,TFunction_Logbook,Ready
2569,2,TKLCAF,TFunction,TFunction_Scope,Ready
2570,2,TKMath,BSplCLib,BSplCLib_Cache,Ready
2571,2,TKMath,BSplSLib,BSplSLib_Cache,Ready
2572,2,TKMath,BVH,BVH_BuildQueue,Ready
2573,2,TKMath,BVH,BVH_ObjectTransient,Ready
2574,2,TKMath,Bnd,Bnd_BoundSortBox,Ready
2575,2,TKMath,CSLib,CSLib_NormalPolyDef,Ready
2576,2,TKMath,Convert,Convert_CompPolynomialToPoles,Ready
2577,2,TKMath,Convert,Convert_ConicToBSplineCurve,Ready
2578,2,TKMath,Convert,Convert_GridPolynomialToPoles,Ready
2579,2,TKMath,PLib,PLib_JacobiPolynomial,Ready
2580,2,TKMath,Poly,Poly_Polygon3D,Ready
2581,2,TKMath,Poly,Poly_PolygonOnTriangulation,Ready
2582,2,TKMath,Poly,Poly_Triangulation,Ready
2583,2,TKMath,TopLoc,TopLoc_ItemLocation,Ready
2584,2,TKMath,math,math_ComputeGaussPointsAndWeights,Ready
2585,2,TKMath,math,math_ComputeKronrodPointsAndWeights,Ready
2586,2,TKMath,math,math_EigenValuesSearcher,Ready
2587,2,TKMath,math,math_MultipleVarFunctionWithHessian,Ready
2588,2,TKMath,math,math_SingularMatrix,Ready
2589,2,TKMath,math,math_TrigonometricEquationFunction,Ready
2590,2,TKMesh,BRepMesh,BRepMesh_DelabellaMeshAlgoFactory,Ready
2591,2,TKMesh,BRepMesh,BRepMesh_MeshAlgoFactory,Ready
2592,2,TKMesh,BRepMesh,BRepMesh_ModelPostProcessor,Ready
2593,2,TKMesh,BRepMesh,BRepMesh_ModelPreProcessor,Ready
2594,2,TKMesh,IMeshData,IMeshData_Curve,Ready
2595,2,TKMesh,IMeshData,IMeshData_PCurve,Ready
2596,2,TKMeshVS,MeshVS,MeshVS_DataSource3D,Ready
2597,2,TKMeshVS,MeshVS,MeshVS_DeformedDataSource,Ready
2598,2,TKOffset,BRepOffset,BRepOffset_Inter3d,Ready
2599,2,TKOffset,BRepOffset,BRepOffset_SimpleOffset,Ready
2600,2,TKOffset,BiTgte,BiTgte_CurveOnVertex,Ready
2601,2,TKOpenGles,OpenGl,OpenGl_AspectsTextureSet,Ready
2602,2,TKOpenGles,OpenGl,OpenGl_Buffer,Ready
2603,2,TKOpenGles,OpenGl,OpenGl_Font,Ready
2604,2,TKOpenGles,OpenGl,OpenGl_GlCore12,Ready
2605,2,TKOpenGles,OpenGl,OpenGl_GraphicDriverFactory,Ready
2606,2,TKOpenGles,OpenGl,OpenGl_LineAttributes,Ready
2607,2,TKOpenGles,OpenGl,OpenGl_NamedResource,Ready
2608,2,TKOpenGles,OpenGl,OpenGl_Sampler,Ready
2609,2,TKOpenGles,OpenGl,OpenGl_ShaderManager,Ready
2610,2,TKOpenGles,OpenGl,OpenGl_ShaderObject,Ready
2611,2,TKPrim,BRepPrim,BRepPrim_Builder,Ready
2612,2,TKPrim,BRepSweep,BRepSweep_Builder,Ready
2613,2,TKService,Aspect,Aspect_CircularGrid,Ready
2614,2,TKService,Aspect,Aspect_GradientBackground,Ready
2615,2,TKService,Aspect,Aspect_RectangularGrid,Ready
2616,2,TKService,Aspect,Aspect_WindowInputListener,Ready
2617,2,TKService,Aspect,Aspect_XRSession,Ready
2618,2,TKService,Font,Font_FontMap,Ready
2619,2,TKService,Graphic3d,Graphic3d_BvhCStructureSetTrsfPers,Ready
2620,2,TKService,Graphic3d,Graphic3d_CLight,Ready
2621,2,TKService,Graphic3d,Graphic3d_Camera,Ready
2622,2,TKService,Graphic3d,Graphic3d_FrameStats,Ready
2623,2,TKService,Graphic3d,Graphic3d_PBRMaterial,Ready
2624,2,TKService,Graphic3d,Graphic3d_Text,Ready
2625,2,TKService,Graphic3d,Graphic3d_TransformPersScaledAbove,Ready
2626,2,TKService,Graphic3d,Graphic3d_ZLayerSettings,Ready
2627,2,TKService,Media,Media_Timer,Ready
2628,2,TKShHealing,ShapeAlgo,ShapeAlgo_AlgoContainer,Ready
2629,2,TKShHealing,ShapeAnalysis,ShapeAnalysis_ShapeContents,Ready
2630,2,TKShHealing,ShapeAnalysis,ShapeAnalysis_WireOrder,Ready
2631,2,TKShHealing,ShapeBuild,ShapeBuild_ReShape,Ready
2632,2,TKShHealing,ShapeCustom,ShapeCustom_Modification,Ready
2633,2,TKShHealing,ShapeExtend,ShapeExtend_MsgRegistrator,Ready
2634,2,TKShHealing,ShapeExtend,ShapeExtend_WireData,Ready
2635,2,TKShHealing,ShapeProcess,ShapeProcess_Context,Ready
2636,2,TKShHealing,ShapeProcess,ShapeProcess_UOperator,Ready
2637,2,TKShHealing,ShapeUpgrade,ShapeUpgrade_SplitCurve,Ready
2638,2,TKStd,ShapePersistent,ShapePersistent_Geom2d,Ready
2639,2,TKStd,ShapePersistent,ShapePersistent_Geom_Curve,Ready
2640,2,TKStd,ShapePersistent,ShapePersistent_Geom_Surface,Ready
2641,2,TKStd,ShapePersistent,ShapePersistent_TopoDS,Ready
2642,2,TKStd,ShapePersistent,pLinearExtrusion,Ready
2643,2,TKStd,ShapePersistent,pRevolution,Ready
2644,2,TKStd,StdObject,StdObject_Location,Ready
2645,2,TKStd,StdPersistent,AISPresentation,Ready
2646,2,TKStd,StdPersistent,Name,Ready
2647,2,TKStd,StdPersistent,StdPersistent_DataXtd_Constraint,Ready
2648,2,TKStd,StdPersistent,StdPersistent_DataXtd_PatternStd,Ready
2649,2,TKStd,StdPersistent,pTShape,Ready
2650,2,TKStd,StdStorage,StdStorage_Bucket,Ready
2651,2,TKStd,StdStorage,StdStorage_Data,Ready
2652,2,TKStd,StdStorage,StdStorage_Root,Ready
2653,2,TKStdL,StdLPersistent,StdLPersistent_Data,Ready
2654,2,TKStdL,StdLPersistent,StdLPersistent_HArray1OfPersistent,Ready
2655,2,TKStdL,StdLPersistent,StdLPersistent_HArray2OfPersistent,Ready
2656,2,TKStdL,StdLPersistent,base,Ready
2657,2,TKTObj,TObj,TObj_Model,Ready
2658,2,TKTObj,TObj,TObj_Object,Ready
2659,2,TKTObj,TObj,TObj_SequenceIterator,Ready
2660,2,TKTObj,TObj,TObj_TIntSparseArray,Ready
2661,2,TKTObj,TObj,TObj_TNameContainer,Ready
2662,2,TKTObj,TObj,TObj_TReference,Ready
2663,2,TKTObj,TObj,TObj_TXYZ,Ready
2664,2,TKTopAlgo,BRepApprox,BRepApprox_TheFunctionOfTheInt2SOfThePrmPrmSvSurfacesOfApprox,Ready
2665,2,TKTopAlgo,BRepApprox,BRepApprox_TheZerImpFuncOfTheImpPrmSvSurfacesOfApprox,Ready
2666,2,TKTopAlgo,BRepExtrema,BRepExtrema_SelfIntersection,Ready
2667,2,TKTopAlgo,MAT,MAT_Arc,Ready
2668,2,TKTopAlgo,MAT2d,MAT2d_Tool2d,Ready
2669,2,TKTopTest,BRepTest,BRepTest_DrawableHistory,Ready
2670,2,TKTopTest,HLRTest,HLRTest_Projector,Ready
2671,2,TKV3d,AIS,AIS_AttributeFilter,Ready
2672,2,TKV3d,AIS,AIS_BadEdgeFilter,Ready
2673,2,TKV3d,AIS,AIS_C0RegularityFilter,Ready
2674,2,TKV3d,AIS,AIS_ExclusionFilter,Ready
2675,2,TKV3d,AIS,AIS_TypeFilter,Ready
2676,2,TKV3d,SelectMgr,BVHThread,Ready
2677,2,TKV3d,SelectMgr,SelectMgr_CompositionFilter,Ready
2678,2,TKV3d,SelectMgr,SelectionPolyline,Ready
2679,2,TKV3d,StdPrs,StdPrs_BRepTextBuilder,Ready
2680,2,TKV3d,StdPrs,StdPrs_HLRPolyShape,Ready
2681,2,TKV3d,StdPrs,StdPrs_HLRShape,Ready
2682,2,TKV3d,StdSelect,StdSelect_EdgeFilter,Ready
2683,2,TKV3d,StdSelect,StdSelect_FaceFilter,Ready
2684,2,TKV3d,StdSelect,StdSelect_ShapeTypeFilter,Ready
2685,2,TKVCAF,TPrsStd,TPrsStd_AxisDriver,Ready
2686,2,TKVCAF,TPrsStd,TPrsStd_ConstraintDriver,Ready
2687,2,TKVCAF,TPrsStd,TPrsStd_GeometryDriver,Ready
2688,2,TKVCAF,TPrsStd,TPrsStd_NamedShapeDriver,Ready
2689,2,TKVCAF,TPrsStd,TPrsStd_PlaneDriver,Ready
2690,2,TKVCAF,TPrsStd,TPrsStd_PointDriver,Ready
2691,2,TKXCAF,XCAFDoc,Iterator,Ready
2692,2,TKXCAF,XCAFDoc,XCAFDoc_AssemblyItemRef,Ready
2693,2,TKXCAF,XCAFDoc,XCAFDoc_Centroid,Ready
2694,2,TKXCAF,XCAFDoc,XCAFDoc_Color,Ready
2695,2,TKXCAF,XCAFDoc,XCAFDoc_Datum,Ready
2696,2,TKXCAF,XCAFDoc,XCAFDoc_DimTol,Ready
2697,2,TKXCAF,XCAFDoc,XCAFDoc_GraphNode,Ready
2698,2,TKXCAF,XCAFDoc,XCAFDoc_LengthUnit,Ready
2699,2,TKXCAF,XCAFDoc,XCAFDoc_Material,Ready
2700,2,TKXCAF,XCAFDoc,XCAFDoc_Note,Ready
2701,2,TKXCAF,XCAFDoc,XCAFDoc_ShapeMapTool,Ready
2702,2,TKXCAF,XCAFPrs,XCAFPrs_Driver,Ready
2703,2,TKXCAF,XCAFView,XCAFView_Object,Ready
2704,2,TKXSBase,IFSelect,IFSelect_Act,Ready
2705,2,TKXSBase,IFSelect,IFSelect_BasicDumper,Ready
2706,2,TKXSBase,IFSelect,IFSelect_Dispatch,Ready
2707,2,TKXSBase,IFSelect,IFSelect_ParamEditor,Ready
2708,2,TKXSBase,IFSelect,IFSelect_SelectBase,Ready
2709,2,TKXSBase,IFSelect,IFSelect_SelectCombine,Ready
2710,2,TKXSBase,IFSelect,IFSelect_SelectControl,Ready
2711,2,TKXSBase,IFSelect,IFSelect_SelectionIterator,Ready
2712,2,TKXSBase,IFSelect,IFSelect_ShareOut,Ready
2713,2,TKXSBase,IFSelect,IFSelect_SignatureList,Ready
2714,2,TKXSBase,IFSelect,IFSelect_TransformStandard,Ready
2715,2,TKXSBase,IFSelect,IFSelect_WorkLibrary,Ready
2716,2,TKXSBase,Interface,Interface_BitMap,Ready
2717,2,TKXSBase,Interface,Interface_Check,Ready
2718,2,TKXSBase,Interface,Interface_EntityIterator,Ready
2719,2,TKXSBase,Interface,Interface_GlobalNodeOfGeneralLib,Ready
2720,2,TKXSBase,Interface,Interface_GlobalNodeOfReaderLib,Ready
2721,2,TKXSBase,Interface,Interface_IntList,Ready
2722,2,TKXSBase,Interface,Interface_InterfaceError,Ready
2723,2,TKXSBase,Interface,Interface_ParamSet,Ready
2724,2,TKXSBase,Interface,Interface_STAT,Ready
2725,2,TKXSBase,Interface,Interface_SignLabel,Ready
2726,2,TKXSBase,Interface,Interface_SignType,Ready
2727,2,TKXSBase,Interface,Interface_UndefinedContent,Ready
2728,2,TKXSBase,MoniTool,MoniTool_Element,Ready
2729,2,TKXSBase,MoniTool,MoniTool_SignShape,Ready
2730,2,TKXSBase,MoniTool,MoniTool_Stat,Ready
2731,2,TKXSBase,MoniTool,MoniTool_Timer,Ready
2732,2,TKXSBase,MoniTool,MoniTool_TypedValue,Ready
2733,2,TKXSBase,Transfer,Transfer_ActorOfFinderProcess,Ready
2734,2,TKXSBase,Transfer,Transfer_ActorOfTransientProcess,Ready
2735,2,TKXSBase,Transfer,Transfer_TransferIterator,Ready
2736,2,TKXSBase,Transfer,Transfer_TransientMapper,Ready
2737,2,TKXSDRAW,XSDRAW,XSDRAW_Vars,Ready
2738,2,TKXSDRAWSTL,XSDRAWSTL,XSDRAWSTL_DataSource3D,Ready
2739,2,TKXmlL,XmlMDF,XmlMDF_ADriver,Ready
2740,2,TKXmlL,XmlObjMgt,XmlObjMgt_RRelocationTable,Ready
2741,2,TKXmlL,XmlObjMgt,XmlObjMgt_SRelocationTable,Ready
2742,2,TKernel,FSD,FSD_BinaryFile,Ready
2743,2,TKernel,FSD,FSD_File,Ready
2744,2,TKernel,Message,Message_AlertExtended,Ready
2745,2,TKernel,Message,Message_Algorithm,Ready
2746,2,TKernel,Message,Message_AttributeMeter,Ready
2747,2,TKernel,Message,Message_AttributeObject,Ready
2748,2,TKernel,Message,Message_AttributeStream,Ready
2749,2,TKernel,Message,Message_PrinterOStream,Ready
2750,2,TKernel,Message,Message_PrinterSystemLog,Ready
2751,2,TKernel,Message,Message_Report,Ready
2752,2,TKernel,Message,StreamBuffer,Ready
2753,2,TKernel,NCollection,NCollection_AccAllocator,Ready
2754,2,TKernel,NCollection,NCollection_AlignedAllocator,Ready
2755,2,TKernel,NCollection,NCollection_Buffer,Ready
2756,2,TKernel,NCollection,NCollection_HeapAllocator,Ready
2757,2,TKernel,NCollection,NCollection_IncAllocator,Ready
2758,2,TKernel,NCollection,NCollection_WinHeapAllocator,Ready
2759,2,TKernel,OSD,EnumeratedThread,Ready
2760,2,TKernel,OSD,LogFileHandler,Ready
2761,2,TKernel,OSD,OSD_CachedFileSystem,Ready
2762,2,TKernel,OSD,OSD_Disk,Ready
2763,2,TKernel,OSD,OSD_Environment,Ready
2764,2,TKernel,OSD,OSD_Exception,Ready
2765,2,TKernel,OSD,OSD_FileNode,Ready
2766,2,TKernel,OSD,OSD_FileSystemSelector,Ready
2767,2,TKernel,OSD,OSD_Host,Ready
2768,2,TKernel,OSD,OSD_LocalFileSystem,Ready
2769,2,TKernel,OSD,OSD_OSDError,Ready
2770,2,TKernel,OSD,OSD_Process,Ready
2771,2,TKernel,OSD,OSD_Signal,Ready
2772,2,TKernel,Plugin,Plugin_Failure,Ready
2773,2,TKernel,Standard,Sentry,Ready
2774,2,TKernel,Standard,Standard_AbortiveTransaction,Ready
2775,2,TKernel,Standard,Standard_DomainError,Ready
2776,2,TKernel,Standard,Standard_LicenseError,Ready
2777,2,TKernel,Standard,Standard_MMgrOpt,Ready
2778,2,TKernel,Standard,Standard_NumericError,Ready
2779,2,TKernel,Standard,Standard_ProgramError,Ready
2780,2,TKernel,StdFail,StdFail_InfiniteSolutions,Ready
2781,2,TKernel,StdFail,StdFail_NotDone,Ready
2782,2,TKernel,StdFail,StdFail_Undefined,Ready
2783,2,TKernel,Storage,Storage_Bucket,Ready
2784,2,TKernel,Storage,Storage_DefaultCallBack,Ready
2785,2,TKernel,Storage,Storage_Root,Ready
2786,2,TKernel,Storage,Storage_Schema,Ready
2787,2,TKernel,Storage,Storage_StreamFormatError,Ready
2788,2,TKernel,Storage,Storage_StreamModeError,Ready
2789,2,TKernel,Storage,Storage_StreamReadError,Ready
2790,2,TKernel,Storage,Storage_StreamWriteError,Ready
2791,2,TKernel,Storage,Storage_TypedCallBack,Ready
2792,2,TKernel,Units,Units_Explorer,Ready
2793,2,TKernel,Units,Units_Lexicon,Ready
2794,2,TKernel,Units,Units_Quantity,Ready
2795,2,TKernel,Units,Units_Sentence,Ready
2796,2,TKernel,Units,Units_Token,Ready
2797,2,TKernel,Units,Units_UnitsDictionary,Ready
2798,2,TKernel,Units,Units_UnitsSystem,Ready
2799,2,Unknown,HelixGeom,HelixGeom_BuilderHelix,Ready
2800,2,Unknown,HelixGeom,HelixGeom_BuilderHelixCoil,Ready
2801,2,Unknown,HelixGeom,HelixGeom_HelixCurve,Ready
2802,2,Unknown,LDOMString,LDOMString,Ready
2803,3,TKBO,BOPAlgo,BOPAlgo_Options,Ready
2804,3,TKBO,BOPDS,BOPDS_CoupleOfPaveBlocks,Ready
2805,3,TKBO,BOPDS,BOPDS_InterfEZ,Ready
2806,3,TKBO,BOPDS,BOPDS_InterfFF,Ready
2807,3,TKBO,BOPDS,BOPDS_InterfFZ,Ready
2808,3,TKBO,BOPDS,BOPDS_InterfVE,Ready
2809,3,TKBO,BOPDS,BOPDS_InterfVF,Ready
2810,3,TKBO,BOPDS,BOPDS_InterfVV,Ready
2811,3,TKBO,BOPDS,BOPDS_InterfVZ,Ready
2812,3,TKBO,BOPDS,BOPDS_InterfZZ,Ready
2813,3,TKBO,BOPDS,BOPDS_Iterator,Ready
2814,3,TKBO,BOPDS,BOPDS_SubIterator,Ready
2815,3,TKBO,IntTools,IntTools_Context,Ready
2816,3,TKBO,IntTools,IntTools_Curve,Ready
2817,3,TKBRep,BRep,BRep_TEdge,Ready
2818,3,TKBRep,BRep,BRep_TVertex,Ready
2819,3,TKBRep,BRepTools,BRepTools_NurbsConvertModification,Ready
2820,3,TKBRep,TopoDS,TopoDS_FrozenShape,Ready
2821,3,TKBRep,TopoDS,TopoDS_LockedShape,Ready
2822,3,TKBRep,TopoDS,TopoDS_UnCompatibleShapes,Ready
2823,3,TKBin,BinMDataXtd,BinMDataXtd_ConstraintDriver,Ready
2824,3,TKBin,BinMDataXtd,BinMDataXtd_GeometryDriver,Ready
2825,3,TKBin,BinMDataXtd,BinMDataXtd_PatternStdDriver,Ready
2826,3,TKBin,BinMDataXtd,BinMDataXtd_PositionDriver,Ready
2827,3,TKBin,BinMDataXtd,BinMDataXtd_PresentationDriver,Ready
2828,3,TKBin,BinMDataXtd,BinMDataXtd_TriangulationDriver,Ready
2829,3,TKBin,BinMNaming,BinMNaming_NamedShapeDriver,Ready
2830,3,TKBin,BinMNaming,BinMNaming_NamingDriver,Ready
2831,3,TKBinL,BinLDrivers,BinLDrivers_DocumentRetrievalDriver,Ready
2832,3,TKBinL,BinLDrivers,BinLDrivers_DocumentStorageDriver,Ready
2833,3,TKBinL,BinMDF,BinMDF_DerivedDriver,Ready
2834,3,TKBinL,BinMDF,BinMDF_ReferenceDriver,Ready
2835,3,TKBinL,BinMDF,BinMDF_TagSourceDriver,Ready
2836,3,TKBinL,BinMDataStd,BinMDataStd_AsciiStringDriver,Ready
2837,3,TKBinL,BinMDataStd,BinMDataStd_BooleanArrayDriver,Ready
2838,3,TKBinL,BinMDataStd,BinMDataStd_BooleanListDriver,Ready
2839,3,TKBinL,BinMDataStd,BinMDataStd_ByteArrayDriver,Ready
2840,3,TKBinL,BinMDataStd,BinMDataStd_ExpressionDriver,Ready
2841,3,TKBinL,BinMDataStd,BinMDataStd_ExtStringArrayDriver,Ready
2842,3,TKBinL,BinMDataStd,BinMDataStd_ExtStringListDriver,Ready
2843,3,TKBinL,BinMDataStd,BinMDataStd_GenericEmptyDriver,Ready
2844,3,TKBinL,BinMDataStd,BinMDataStd_GenericExtStringDriver,Ready
2845,3,TKBinL,BinMDataStd,BinMDataStd_IntPackedMapDriver,Ready
2846,3,TKBinL,BinMDataStd,BinMDataStd_IntegerArrayDriver,Ready
2847,3,TKBinL,BinMDataStd,BinMDataStd_IntegerDriver,Ready
2848,3,TKBinL,BinMDataStd,BinMDataStd_IntegerListDriver,Ready
2849,3,TKBinL,BinMDataStd,BinMDataStd_NamedDataDriver,Ready
2850,3,TKBinL,BinMDataStd,BinMDataStd_RealArrayDriver,Ready
2851,3,TKBinL,BinMDataStd,BinMDataStd_RealDriver,Ready
2852,3,TKBinL,BinMDataStd,BinMDataStd_RealListDriver,Ready
2853,3,TKBinL,BinMDataStd,BinMDataStd_ReferenceArrayDriver,Ready
2854,3,TKBinL,BinMDataStd,BinMDataStd_ReferenceListDriver,Ready
2855,3,TKBinL,BinMDataStd,BinMDataStd_TreeNodeDriver,Ready
2856,3,TKBinL,BinMDataStd,BinMDataStd_UAttributeDriver,Ready
2857,3,TKBinL,BinMDataStd,BinMDataStd_VariableDriver,Ready
2858,3,TKBinL,BinMDocStd,BinMDocStd_XLinkDriver,Ready
2859,3,TKBinL,BinMFunction,BinMFunction_FunctionDriver,Ready
2860,3,TKBinL,BinMFunction,BinMFunction_GraphNodeDriver,Ready
2861,3,TKBinL,BinMFunction,BinMFunction_ScopeDriver,Ready
2862,3,TKBinTObj,BinTObjDrivers,BinTObjDrivers_IntSparseArrayDriver,Ready
2863,3,TKBinTObj,BinTObjDrivers,BinTObjDrivers_ModelDriver,Ready
2864,3,TKBinTObj,BinTObjDrivers,BinTObjDrivers_ObjectDriver,Ready
2865,3,TKBinTObj,BinTObjDrivers,BinTObjDrivers_ReferenceDriver,Ready
2866,3,TKBinTObj,BinTObjDrivers,BinTObjDrivers_XYZDriver,Ready
2867,3,TKBinXCAF,BinMXCAFDoc,BinMXCAFDoc_AssemblyItemRefDriver,Ready
2868,3,TKBinXCAF,BinMXCAFDoc,BinMXCAFDoc_CentroidDriver,Ready
2869,3,TKBinXCAF,BinMXCAFDoc,BinMXCAFDoc_ColorDriver,Ready
2870,3,TKBinXCAF,BinMXCAFDoc,BinMXCAFDoc_DatumDriver,Ready
2871,3,TKBinXCAF,BinMXCAFDoc,BinMXCAFDoc_DimTolDriver,Ready
2872,3,TKBinXCAF,BinMXCAFDoc,BinMXCAFDoc_GraphNodeDriver,Ready
2873,3,TKBinXCAF,BinMXCAFDoc,BinMXCAFDoc_LengthUnitDriver,Ready
2874,3,TKBinXCAF,BinMXCAFDoc,BinMXCAFDoc_MaterialDriver,Ready
2875,3,TKBinXCAF,BinMXCAFDoc,BinMXCAFDoc_NoteDriver,Ready
2876,3,TKBinXCAF,BinMXCAFDoc,BinMXCAFDoc_VisMaterialDriver,Ready
2877,3,TKBinXCAF,BinMXCAFDoc,BinMXCAFDoc_VisMaterialToolDriver,Ready
2878,3,TKBool,BRepFill,BRepFill_ComputeCLine,Ready
2879,3,TKBool,TopOpeBRepBuild,TopOpeBRepBuild_SolidBuilder,Ready
2880,3,TKBool,TopOpeBRepDS,TopOpeBRepDS_EdgeVertexInterference,Ready
2881,3,TKBool,TopOpeBRepDS,TopOpeBRepDS_FaceEdgeInterference,Ready
2882,3,TKBool,TopOpeBRepDS,TopOpeBRepDS_Surface,Ready
2883,3,TKBool,TopOpeBRepDS,TopOpeBRepDS_SurfaceCurveInterference,Ready
2884,3,TKCAF,TDataXtd,TDataXtd_Axis,Ready
2885,3,TKCAF,TDataXtd,TDataXtd_Constraint,Ready
2886,3,TKCAF,TDataXtd,TDataXtd_PatternStd,Ready
2887,3,TKCAF,TDataXtd,TDataXtd_Placement,Ready
2888,3,TKCAF,TDataXtd,TDataXtd_Plane,Ready
2889,3,TKCAF,TDataXtd,TDataXtd_Point,Ready
2890,3,TKCAF,TDataXtd,TDataXtd_Shape,Ready
2891,3,TKCAF,TDataXtd,TDataXtd_Triangulation,Ready
2892,3,TKCAF,TNaming,TNaming_Builder,Ready
2893,3,TKCAF,TNaming,TNaming_Localizer,Ready
2894,3,TKCDF,CDF,CDF_Application,Ready
2895,3,TKCDF,CDM,CDM_Document,Ready
2896,3,TKCDF,LDOM,LDOM_Attr,Ready
2897,3,TKCDF,LDOM,LDOM_CharacterData,Ready
2898,3,TKCDF,LDOM,LDOM_Element,Ready
2899,3,TKDCAF,DDF,DDF_Transaction,Ready
2900,3,TKDECascade,DEBREP,DEBREP_Provider,Ready
2901,3,TKDECascade,DEXCAF,DEXCAF_Provider,Ready
2902,3,TKDEGLTF,DEGLTF,DEGLTF_Provider,Ready
2903,3,TKDEGLTF,RWGltf,RWGltf_GltfPrimArrayData,Ready
2904,3,TKDEIGES,DEIGES,DEIGES_ConfigurationNode,Ready
